,Image,Full SIDC,Hierarchy Code,Name,Geometry,Annex
537,,SFGPEVAA-------,1.X.3.2.2.1.2 ,ARMOURED PERSONNEL CARRIER,POINT,D
538,,SFGPEVAAR------,1.X.3.2.2.1.2.1 ,ARMOURED PERSONNEL CARRIER RECOVERY,POINT,D
539,,SFGPEVAI-------,1.X.3.2.2.1.3 ,ARMOURED INFANTRY,POINT,D
540,,SFGPEVAC-------,1.X.3.2.2.1.4 ,C2V/ACV,POINT,D
541,,SFGPEVAS-------,1.X.3.2.2.1.5 ,COMBAT SERVICE SUPPORT VEHICLE,POINT,D
542,,SFGPEVAL-------,1.X.3.2.2.1.6 ,LIGHT ARMOURED VEHICLE,POINT,D
543,,SFGPEVU--------,1.X.3.2.2.2 ,UTILITY VEHICLE,POINT,D
544,,SFGPEVUB-------,1.X.3.2.2.2.1 ,BUS,POINT,D
545,,SFGPEVUS-------,1.X.3.2.2.2.2 ,SEMI,POINT,D
546,,SFGPEVUL-------,1.X.3.2.2.2.3 ,LIMITED CROSS-COUNTRY TRUCK,POINT,D
547,,SFGPEVUX-------,1.X.3.2.2.2.4 ,CROSS-COUNTRY TRUCK,POINT,D
548,,SFGPEVUR-------,1.X.3.2.2.2.5 ,WATER CRAFT,POINT,D
549,,SFGPEVE--------,1.X.3.2.2.3 ,ENGINEER VEHICLE,POINT,D
550,,SFGPEVEB-------,1.X.3.2.2.3.1 ,BRIDGE,POINT,D
551,,SFGPEVEE-------,1.X.3.2.2.3.2 ,EARTHMOVER,POINT,D
552,,SFGPEVEE-------,1.X.3.2.2.3.2.1 ,MULTIFUNCTIONAL EARTHMOVER/DIGGER,POINT,D
553,,SFGPEVEC-------,1.X.3.2.2.3.3 ,CONSTRUCTION VEHICLE,POINT,D
554,,SFGPEVEM-------,1.X.3.2.2.3.4 ,MINE LAYING VEHICLE,POINT,D
555,,SFGPEVEMA------,1.X.3.2.2.3.4.1 ,ARMOURED VEHICLE MOUNTED,POINT,D
556,,SFGPEVEMT------,1.X.3.2.2.3.4.2 ,TRAILER MOUNTED,POINT,D
557,,SFGPEVEMSM-----,1.X.3.2.2.3.4.5 ,ARMOURED CARRIER WITH SCATTERABLE MINES,POINT,D
558,,SFGPEVED-------,1.X.3.2.2.3.5 ,DOZER,POINT,D
559,,SFGPEVD--------,1.X.3.2.2.3.6 ,DRILLING VEHICLE,POINT,D
560,,SFGPEVST-------,1.X.3.2.2.4 ,TRAIN LOCOMOTIVE,POINT,D
561,,SFGPEVC--------,1.X.3.2.2.5 ,CIVILIAN VEHICLE,POINT,D
562,,SFGPES---------,1.X.3.2.3 ,SENSOR,POINT,D
563,,SFGPESR--------,1.X.3.2.3.1 ,RADAR,POINT,D
564,,SFGPESE--------,1.X.3.2.3.2 ,EMPLACED SENSOR,POINT,D
565,,SFGPEXL--------,1.X.3.2.4.1 ,LASER,POINT,D
566,,SFGPEXN--------,1.X.3.2.4.2 ,CBRN EQUIPMENT,POINT,D
567,,SFGPEXF--------,1.X.3.2.4.3 ,FLAME THROWER,POINT,D
568,,SFGPEXM--------,1.X.3.2.4.4 ,LAND MINES,POINT,D
569,,SFGPEXMC-------,1.X.3.2.4.4.1 ,LAND MINES LETHAL ,POINT,D
570,,SFGPEXML-------,1.X.3.2.4.4.2 ,LESS THAN LETHAL,POINT,D
571,,SFGPI-----H----,1.X.3.3 ,INSTALLATION,POINT,D
572,,SFGPIR----H----,1.X.3.3.1 ,RAW MATERIAL PRODUCTION/STORAGE,POINT,D
573,,SFGPIRM---H----,1.X.3.3.1.1 ,MINE,POINT,D
574,,SFGPIRP---H----,1.X.3.3.1.2 ,PETROLEUM/GAS/OIL,POINT,D
575,,SFGPIRN---H----,1.X.3.3.1.3 ,CBRN,POINT,D
576,,SFGPIRNB--H----,1.X.3.3.1.3.1 ,BIOLOGICAL,POINT,D
577,,SFGPIRNC--H----,1.X.3.3.1.3.2 ,CHEMICAL,POINT,D
578,,SFGPIRNN--H----,1.X.3.3.1.3.3 ,NUCLEAR,POINT,D
579,,SFGPIP----H----,1.X.3.3.2 ,PROCESSING FACILITY,POINT,D
580,,SFGPIPD---H----,1.X.3.3.2.1 ,DECON,POINT,D
581,,SFGPIE----H----,1.X.3.3.3 ,EQUIPMENT MANUFACTURE,POINT,D
582,,SFGPIU----H----,1.X.3.3.4 ,SERVICE RESEARCH UTILITY FACILITY ,POINT,D
583,,SFGPIUR---H----,1.X.3.3.4.1 ,TECHNOLOGICAL RESEARCH FACILITY,POINT,D
584,,SFGPIUT---H----,1.X.3.3.4.2 ,TELECOMMUNICATIONS FACILITY,POINT,D
585,,SFGPIUE---H----,1.X.3.3.4.3 ,ELECTRIC POWER FACILITY,POINT,D
586,,SFGPIUP---H----,1.X.3.3.4.4 ,PUBLIC WATER SERVICES,POINT,D
587,,SFGPIMF---H----,1.X.3.3.5.1 ,ATOMIC ENERGY PRODUCTION,POINT,D
588,,SFGPIMA---H----,1.X.3.3.5.2 ,AIRCRAFT PRODUCTION & ASSEMBLY,POINT,D
589,,SFGPIME---H----,1.X.3.3.5.3 ,AMMUNITION AND EXPLOSIVES PRODUCTION,POINT,D
590,,SFGPIMG---H----,1.X.3.3.5.4 ,ARMAMENT PRODUCTION,POINT,D
591,,SFGPIMV---H----,1.X.3.3.5.5 ,MILITARY VEHICLE PRODUCTION,POINT,D
592,,SFGPIMN---H----,1.X.3.3.5.6 ,ENGINEERING EQUIPMENT PRODUCTION,POINT,D
593,,SFGPIMNB--H----,1.X.3.3.5.6.1 ,BRIDGE,POINT,D
594,,SFGPIMC---H----,1.X.3.3.5.7 ,CHEMICAL & BIOLOGICAL WARFARE PRODUCTION,POINT,D
595,,SFGPIMS---H----,1.X.3.3.5.8 ,SHIP CONSTRUCTION,POINT,D
596,,SFGPIMM---H----,1.X.3.3.5.9 ,MISSILE & SPACE SYSTEM PRODUCTION,POINT,D
597,,SFGPIG----H----,1.X.3.3.6 ,GOVERNMENT LEADERSHIP,POINT,D
598,,SFGPIB----H----,1.X.3.3.7 ,MILITARY BASE/FACILITY,POINT,D
599,,SFGPIBA---H----,1.X.3.3.7.1 ,AIRPORT/AIRBASE,POINT,D
600,,SFGPIBN---H----,1.X.3.3.7.2 ,SEAPORT/NAVAL BASE,POINT,D
601,,SFGPIT----H----,1.X.3.3.8 ,TRANSPORT FACILITY,POINT,D
602,,SFGPIX----H----,1.X.3.3.9 ,MEDICAL FACILITY,POINT,D
603,,SFGPIXH---H----,1.X.3.3.9.1 ,HOSPITAL,POINT,D
604,,SFGPIR----H----,1.X.3.4 ,SEA SURFACE INSTALLATION,POINT,D
605,,SFSP-----------,1.X.4 ,SEA SURFACE TRACK,POINT,D
606,,SFSPC----------,1.X.4.1 ,COMBATANT,POINT,D
607,,SFSPCL---------,1.X.4.1.1 ,LINE,POINT,D
608,,SFSPCLCV-------,1.X.4.1.1.1 ,CARRIER,POINT,D
609,,SFSPCLBB-------,1.X.4.1.1.2 ,BATTLESHIP,POINT,D
610,,SFSPCLCC-------,1.X.4.1.1.3 ,CRUISER,POINT,D
611,,SFSPCLDD-------,1.X.4.1.1.4 ,DESTROYER,POINT,D
612,,SFSPCLFF-------,1.X.4.1.1.5 ,FRIGATE/CORVETTE,POINT,D
613,,SFSPCA---------,1.X.4.1.2 ,AMPHIBIOUS WARFARE SHIP,POINT,D
614,,SFSPCALA-------,1.X.4.1.2.1 ,ASSAULT VESSEL,POINT,D
615,,SFSPCALS-------,1.X.4.1.2.2 ,LANDING SHIP,POINT,D
616,,SFSPCALC-------,1.X.4.1.2.3 ,LANDING CRAFT,POINT,D
617,,SFSPCM---------,1.X.4.1.3 ,MINE WARFARE VESSEL,POINT,D
618,,SFSPCMML-------,1.X.4.1.3.1 ,MINELAYER,POINT,D
619,,SFSPCMMS-------,1.X.4.1.3.2 ,MINESWEEPER,POINT,D
620,,SFSPCMMH-------,1.X.4.1.3.3 ,MINEHUNTER,POINT,D
621,,SFSPCMMD-------,1.X.4.1.3.5 ,MCM DRONE,POINT,D
622,,SFSPCP---------,1.X.4.1.4 ,PATROL,POINT,D
623,,SFSPCPSB-------,1.X.4.1.4.1 ,ANTI SUBMARINE WARFARE,POINT,D
624,,SFSPCPSU-------,1.X.4.1.4.2 ,ANTI SURFACE WARFARE,POINT,D
625,,SFSPCH---------,1.X.4.1.5 ,HOVERCRAFT,POINT,D
626,,SFSPGF---------,1.X.4.1.6.1 ,NAVY TASK FORCE,POINT,D
627,,SFSPGG---------,1.X.4.1.6.2 ,NAVY TASK GROUP,POINT,D
628,,SFSPGU---------,1.X.4.1.6.3 ,NAVY TASK UNIT,POINT,D
629,,SFSPGE---------,1.X.4.1.6.4 ,NAVY TASK ELEMENT,POINT,D
630,,SFSPGC---------,1.X.4.1.6.5 ,CONVOY,POINT,D
631,,SFSPN----------,1.X.4.2 ,NONCOMBATANT,POINT,D
632,,SFSPNR---------,1.X.4.2.1 ,UNDERWAY REPLENISHMENT,POINT,D
633,,SFSPNRA--------,1.X.4.2.1.1 ,UNDERWAY REPLENISHMENT AMMO ,POINT,D
634,,SFSPNOT--------,1.X.4.2.1.2 ,UNDERWAY REPLENISHMENT OIL ,POINT,D
635,,SFSPNFT--------,1.X.4.2.2 ,FLEET SUPPORT TUG OCEAN GOING ,POINT,D
636,,SFSPNI---------,1.X.4.2.3 ,INTELLIGENCE,POINT,D
637,,SFSPNM---------,1.X.4.2.4 ,HOSPITAL SHIP,POINT,D
638,,SFSPNR---------,1.X.4.2.5 ,REPAIR SHIP,POINT,D
639,,SFSPNTS--------,1.X.4.2.6 ,SUBMARINE TENDER,POINT,D
640,,SFSPNH---------,1.X.4.2.7 ,HOVERCRAFT,POINT,D
641,,SFSPNS---------,1.X.4.2.8 ,SERVICE & SUPPORT HARBOUR,POINT,D
642,,SFSPXM---------,1.X.4.3.1 ,MERCHANT,POINT,D
643,,SFSPXMC--------,1.X.4.3.1.1 ,CARGO,POINT,D
644,,SFSPXME--------,1.X.4.3.1.2 ,ROLL ON-ROLL OFF,POINT,D
645,,SFSPXMO--------,1.X.4.3.1.3 ,OILER/TANKER,POINT,D
646,,SFSPXMT--------,1.X.4.3.1.4 ,TUG,POINT,D
647,,SFSPXMF--------,1.X.4.3.1.5 ,FERRY,POINT,D
648,,SFSPXMP--------,1.X.4.3.1.6 ,PASSENGER,POINT,D
649,,SFSPXMHZ-------,1.X.4.3.1.7 ,HAZARDOUS MATERIALS,POINT,D
650,,SFSPXMD--------,1.X.4.3.1.8 ,DREDGE,POINT,D
651,,SFSPXF---------,1.X.4.3.2 ,FISHING,POINT,D
652,,SFSPXMDF-------,1.X.4.3.2.1 ,DRIFTER,POINT,D
653,,SFSPXMTR-------,1.X.4.3.2.2 ,TRAWLER,POINT,D
654,,SFSPXR---------,1.X.4.3.3 ,LEISURE CRAFT,POINT,D
655,,SFSPXL---------,1.X.4.3.4 ,LAW ENFORCEMENT VESSEL,POINT,D
656,,SFSPXH---------,1.X.4.3.5 ,HOVERCRAFT,POINT,D
657,,SFSPO----------,1.X.4.4 ,OWN TRACK,POINT,D
658,,SFSPED---------,1.X.4.5.1 ,DITCHED AIRCRAFT,POINT,D
659,,SFSPEP---------,1.X.4.5.2 ,PERSON IN WATER,POINT,D
660,,SFSPEV---------,1.X.4.5.3 ,DISTRESSED VESSEL,POINT,D
661,,SFSPZM---------,1.X.4.6.1 ,SEA MINELIKE,POINT,D
662,,SFSPZN---------,1.X.4.6.2 ,NAVIGATIONAL,POINT,D
663,,SFSPZI---------,1.X.4.6.3 ,ICEBERG,POINT,D
664,,SFUP-----------,1.X.5 ,SUBSURFACE TRACK,POINT,D
665,,SFUPS----------,1.X.5.1 ,SUBMARINE,POINT,D
666,,SFUPSN---------,1.X.5.1.1 ,NUCLEAR PROPULSION,POINT,D
667,,SFUPSC---------,1.X.5.1.2 ,CONVENTIONAL PROPULSION,POINT,D
668,,SFUPSO---------,1.X.5.1.3 ,OTHER SUBMERSIBLE,POINT,D
669,,SFUPW----------,1.X.5.2 ,UNDERWATER WEAPON,POINT,D
670,,SFUPWT---------,1.X.5.2.1 ,TORPEDO,POINT,D
671,,SFUPWM---------,1.X.5.2.2 ,SEA MINE,POINT,D
672,,SFUPWMD--------,1.X.5.2.2.1 ,SEA MINE DEALT,POINT,D
673,,SFUPWMG--------,1.X.5.2.2.2 ,SEA MINE (GROUND),POINT,D
674,,SFUPWMGD-------,1.X.5.2.2.2.1 ,SEA MINE (GROUND) DEALT,POINT,D
675,,SFUPWMM--------,1.X.5.2.2.3 ,SEA MINE (MOORED),POINT,D
676,,SFUPWMMD-------,1.X.5.2.2.3.1 ,SEA MINE (MOORED DEALT,POINT,D
677,,SFUPWMF--------,1.X.5.2.2.4 ,SEA MINE (FLOATING),POINT,D
678,,SFUPWMFD-------,1.X.5.2.2.4.1 ,SEA MINE (FLOATING) DEALT,POINT,D
679,,SFUPWMO--------,1.X.5.2.2.5 ,SEA MINE (IN OTHER POSITION),POINT,D
680,,SFUPWMOD-------,1.X.5.2.2.5.1 ,SEA MINE (IN OTHER POSITION) DEALT,POINT,D
681,,SFUPWV---------,1.X.5.2.3 ,DRONE (UUV),POINT,D
682,,SFUPWD---------,1.X.5.3 ,UNDERWATER DECOY,POINT,D
683,,SFUPWDM--------,1.X.5.3.1 ,SEA MINE DECOY,POINT,D
684,,SFUPN----------,1.X.5.4 ,NON-SUBMARINE,POINT,D
685,,SFUPND---------,1.X.5.4.1 ,DIVER,POINT,D
686,,SFUPNBS--------,1.X.5.4.2.1 ,SEABED INSTALLATION/MANMADE,POINT,D
687,,SFUPNBR--------,1.X.5.4.2.2 ,SEABED ROCK/STONE OBSTACLE OTHER ,POINT,D
688,,SFUPNBW--------,1.X.5.4.2.3 ,WRECK,POINT,D
689,,SFUPNM---------,1.X.5.4.3 ,MARINE LIFE,POINT,D
690,,SFUPNA---------,1.X.5.4.4 ,SEA ANOMALY,POINT,D
691,,SFFP-----------,1.X.6 ,SPECIAL OPERATIONS FORCE (SOF) UNIT,POINT,D
692,,SFFPAF---------,1.X.6.1.1 ,SOF UNIT FIXED WING,POINT,D
693,,SFFPAFA--------,1.X.6.1.1.1 ,SOF UNIT ATTACK,POINT,D
694,,SFFPAFK--------,1.X.6.1.1.2 ,SOF UNIT REFUEL,POINT,D
695,,SFFPAFU--------,1.X.6.1.1.3 ,SOF UNIT UTILITY,POINT,D
696,,SFFPAFUL-------,1.X.6.1.1.3.1 ,SOF UNIT UTILITY (LIGHT),POINT,D
697,,SFFPAFUM-------,1.X.6.1.1.3.2 ,SOF UNIT UTILITY (MEDIUM),POINT,D
698,,SFFPAFUH-------,1.X.6.1.1.3.3 ,SOF UNIT UTILITY (HEAVY),POINT,D
699,,SFFPAV---------,1.X.6.1.2 ,SOF UNIT VSTOL,POINT,D
700,,SFFPAH---------,1.X.6.1.3 ,SOF UNIT ROTARY WING,POINT,D
701,,SFFPAHH--------,1.X.6.1.3.1 ,SOF UNIT COMBAT SEARCH AND RESCUE,POINT,D
702,,SFFPAHA--------,1.X.6.1.3.2 ,SOF UNIT ATTACK,POINT,D
703,,SFFPAHU--------,1.X.6.1.3.3 ,SOF UNIT UTILITY,POINT,D
704,,SFFPAHUL-------,1.X.6.1.3.3.1 ,SOF UNIT UTILITY (LIGHT),POINT,D
705,,SFFPAHUM-------,1.X.6.1.3.3.2 ,SOF UNIT UTILITY (MEDIUM),POINT,D
706,,SFFPAHUH-------,1.X.6.1.3.3.3 ,SOF UNIT UTILITY (HEAVY),POINT,D
707,,SFFPSN---------,1.X.6.2 ,SOF UNIT SOF UNIT NAVAL,POINT,D
708,,SFFPSNS--------,1.X.6.2.1 ,SOF UNIT SEAL,POINT,D
709,,SFFPSNU--------,1.X.6.2.2 ,SOF UNIT UNDERWATER DEMOLITION TEAM,POINT,D
710,,SFFPSNB--------,1.X.6.2.3 ,SOF UNIT SPECIAL BOAT,POINT,D
711,,SFFPSNN--------,1.X.6.2.4 ,SOF UNIT SPECIAL SSNR,POINT,D
712,,SFFPG----------,1.X.6.3 ,SOF UNIT GROUND,POINT,D
713,,SFFPGS---------,1.X.6.3.1 ,SOF UNIT SPECIAL FORCES,POINT,D
714,,SFFPGSR--------,1.X.6.3.2 ,SOF UNIT RANGER,POINT,D
715,,SFFPGSP--------,1.X.6.3.3 ,SOF UNIT PSYCHOLOGICAL OPERATIONS (PSYOPS),POINT,D
716,,SFFPGSPA-------,1.X.6.3.3.1 ,SOF UNIT FIXED AVIATION,POINT,D
717,,SFFPGCA--------,1.X.6.3.4 ,SOF UNIT CIVIL AFFAIRS,POINT,D
718,,SFFPGB---------,1.X.6.4 ,SOF UNIT SUPPORT,POINT,D
719,,GFTPGB---------,2.X.1.1.1,BLOCK,LINE,E
720,,GFTPGH---------,2.X.1.1.2,BREACH,LINE,E
721,,GFTPGY---------,2.X.1.1.3,BYPASS,LINE,E
722,,GFTPGC---------,2.X.1.1.4,CANALIZE,LINE,E
723,,GFTPGX---------,2.X.1.1.5,CLEAR,LINE,E
724,,GFTPGJ---------,2.X.1.1.6,CONTAIN,LINE,E
725,,GFTPGK---------,2.X.1.1.7,COUNTERATTACK (CATK),LINE,E
726,,GFTPGKF--------,2.X.1.1.7.1,COUNTERATTACK BY FIRE,LINE,E
727,,GFTPGL---------,2.X.1.1.8,DELAY,LINE,E
728,,GFTPGLT--------,2.X.1.1.8.1,DELAY (UNTIL A SPECIFIED TIME),LINE,E
729,,GFTPGD---------,2.X.1.1.9,DESTROY,POINT,E
730,,GFTPGT---------,2.X.1.1.10,DISRUPT,LINE,E
731,,GFTPGF---------,2.X.1.1.11,FIX,LINE,E
732,,GFTPGA---------,2.X.1.1.12,FOLLOW AND ASSUME,LINE,E
733,,GFTPGAS--------,2.X.1.1.12.1,FOLLOW AND SUPPORT,LINE,E
734,,GFTPGI---------,2.X.1.1.13,INTERDICT,POINT,E
735,,GFTPGE---------,2.X.1.1.14,ISOLATE,LINE,E
736,,GFTPGN---------,2.X.1.1.15,NEUTRALIZE,POINT,E
737,,GFTPGO---------,2.X.1.1.16,OCCUPY,LINE,E
738,,GFTPGP---------,2.X.1.1.17,PENETRATE,LINE,E
739,,GFTPGR---------,2.X.1.1.18,RELIEF IN PLACE (RIP),LINE,E
740,,GFTPGQ---------,2.X.1.1.19,RETAIN,LINE,E
741,,GFTPGM---------,2.X.1.1.20,RETIREMENT,LINE,E
742,,GFTPGS---------,2.X.1.1.21,SECURE,LINE,E
743,,GFTPGSS--------,2.X.1.1.21.1,SECURITY (SCREEN),LINE,E
744,,GFTPGSG--------,2.X.1.1.21.2,SECURITY (GUARD),LINE,E
745,,GFTPGSC--------,2.X.1.1.21.3,SECURITY (COVER),LINE,E
746,,GFTPGZ---------,2.X.1.1.22,SEIZE,LINE,E
747,,GFTPGW---------,2.X.1.1.23,WITHDRAW,LINE,E
748,,GFTPGWP--------,2.X.1.1.23.1,WITHDRAW UNDER PRESSURE,LINE,E
749,,GFCPMGPFE------,2.X.2.1.1.1.1.1,ELECTRO-MAGNETIC,POINT,E
750,,GFCPMGPFA------,2.X.2.1.1.1.1.2,ACOUSTIC,POINT,E
751,,GFCPMGPFO------,2.X.2.1.1.1.1.3,ELECTRO-OPTICAL,POINT,E
752,,GFCPMGPI-------,2.X.2.1.1.1.2,POINT OF INTEREST,POINT,E
753,,GFCPMGLBGF-----,2.X.2.1.1.2.1.1.1,FRIENDLY PRESENT,LINE,E
754,,GFCPMGLBGO-----,2.X.2.1.1.2.1.1.2,FRIENDLY PLANNED OR ON ORDER,LINE,E
755,,GHCPMGLBGK-----,2.X.2.1.1.2.1.1.3,ENEMY KNOWN,LINE,E
756,,GHCPMGLBGS-----,2.X.2.1.1.2.1.1.4,ENEMY SUSPECTED OR TEMPLA TED,LINE,E
757,,GFCPMGLBL------,2.X.2.1.1.2.1.2,LATERAL BOUNDARY,LINE,E
758,,GFCPMGLBF------,2.X.2.1.1.2.1.3,FORWARD BOUNDARY,LINE,E
759,,GFCPMGLBR------,2.X.2.1.1.2.1.4,REAR BOUNDARY,LINE,E
760,,GFCPMGLF-------,2.X.2.1.1.2.2,FORWARD LINE OF TROOPS (FLOT),LINE,E
761,,GFCPMGLL-------,2.X.2.1.1.2.3,LINE OF CONTACT,LINE,E
762,,GFCPMGLP-------,2.X.2.1.1.2.4,PHASE/COORDINATION LINE,LINE,E
763,,GFCPMGLE-------,2.X.2.1.1.2.5,BEARING LINE,LINE,E
764,,GFCPMGLEE------,2.X.2.1.1.2.5.1,ELECTRONIC,LINE,E
765,,GFCPMGLEA------,2.X.2.1.1.2.5.2,ACOUSTIC,LINE,E
766,,GFCPMGLET------,2.X.2.1.1.2.5.3,TORPEDO,LINE,E
767,,GFCPMGLEO------,2.X.2.1.1.2.5.4,ELECTRO-OPTICAL INTERCEPT,LINE,E
768,,GFCPMGAUAF-----,2.X.2.1.1.3.1.1.1,FRIENDLY,AREA,E
769,,GFCPMGAUAP-----,2.X.2.1.1.3.1.1.2,FRIENDLY PLANNED/ON ORDER,AREA,E
770,,GHCPMGAUAE-----,2.X.2.1.1.3.1.1.3,ENEMY KNOWN/CONFIRMED,AREA,E
771,,GHCPMGAUAS-----,2.X.2.1.1.3.1.1.4,ENEMY SUSPECTED/TEMPLATED,AREA,E
772,,GFCPMGAUB------,2.X.2.1.1.3.1.2,ASSEMBLY AREA,AREA,E
773,,GFCPMGAUBO-----,2.X.2.1.1.3.1.2.1,OCCUPIED,AREA,E
774,,GFCPMGAUBM-----,2.X.2.1.1.3.1.2.2,OCCUPIED BY MULTIPLE UNITS,AREA,E
775,,GFCPMGAUBR-----,2.X.2.1.1.3.1.2.3,PROPOSED/ON ORDER,AREA,E
776,,GFCPMGASD------,2.X.2.1.1.3.2.1,DROP ZONE (DZ),AREA,E
777,,GFCPMGASE------,2.X.2.1.1.3.2.2,EXTRACTION ZONE (EZ),AREA,E
778,,GFCPMGASL------,2.X.2.1.1.3.2.3,LANDING ZONE (LZ),AREA,E
779,,GFCPMGASP------,2.X.2.1.1.3.2.4,PICKUP ZONE (PZ),AREA,E
780,,GFCPMGASS------,2.X.2.1.1.3.2.5,SEARCH AREA/RECONNAISSANCE AREA,AREA,E
781,,GFCPMGASM------,2.X.2.1.1.3.2.6,LIMITED ACCESS AREA,AREA,E
782,,GFCPMGASG------,2.X.2.1.1.3.2.7,ENGAGEMENT AREA,AREA,E
783,,GFCPMGASF------,2.X.2.1.1.3.2.8,FORTIFIED AREA,AREA,E
784,,GFCPMGAST------,2.X.2.1.1.3.2.9,STAGING AREA,AREA,E
785,,GFCPMAAP-------,2.X.2.1.2.1.1,AIR CONTROL POINT (ACP),POINT,E
786,,GFCPMAAC-------,2.X.2.1.2.1.2,COMMUNICATIONS CHECKPOINT (CCP),POINT,E
787,,GFCPMAAU-------,2.X.2.1.2.1.3,POP UP POINT (PUP),POINT,E
788,,GFCPMAAD-------,2.X.2.1.2.1.4,DOWNED AIRCREW PICK UP POINT,POINT,E
789,,GFCPMALC-------,2.X.2.1.2.2.1,AIR CORRIDOR,LINE,E
790,,GFCPMALM-------,2.X.2.1.2.2.2,MINIMUM RISK ROUTE (MRR),LINE,E
791,,GFCPMALS-------,2.X.2.1.2.2.3,STANDARD-USE ARMY AIRCRAFT FLIGHT ROUTE (SAAFR),LINE,E
792,,GFCPMALU-------,2.X.2.1.2.2.4,UNMANNED AERIAL VEHICLE (UAV) ROUTE,LINE,E
793,,GFCPMALL-------,2.X.2.1.2.2.5,LOW LEVEL TRANSIT ROUTE (LLTR),LINE,E
794,,GFCPMALIN------,2.X.2.1.2.2.6,IFF ON LINE,LINE,E
795,,GFCPMALIF------,2.X.2.1.2.2.7,IFF OFF LINE,LINE,E
796,,GFCPMAVR-------,2.X.2.1.2.3.1,RESTRICTED OPERATIONS ZONE (ROZ),AREA,E
797,,GFCPMAVF-------,2.X.2.1.2.3.2,FORWARD AREA AIR DEFENCE ZONE (FAADEZ),AREA,E
798,,GFCPMAVH-------,2.X.2.1.2.3.3,HIGH DENSITY AIRSPACE CONTROL ZONE (HIDACZ),AREA,E
799,,GFCPMAVM-------,2.X.2.1.2.3.4,MISSILE ENGAGEMENT ZONE (MEZ),AREA,E
800,,GFCPMAVML------,2.X.2.1.2.3.4.1,LOW ALTITUDE MEZ,AREA,E
801,,GFCPMAVMH------,2.X.2.1.2.3.4.2,HIGH ALTITUDE MEZ,AREA,E
802,,GFCPMAVW-------,2.X.2.1.2.3.5,WEAPONS FREE ZONE,AREA,E
803,,GFCPMDD--------,2.X.2.1.3.1,DUMMY (DECEPTION)(DECOY),LINE,E
804,,GFCPMDA--------,2.X.2.1.3.2,AXIS OF ADVANCE FOR FEINT,LINE,E
805,,GFCPMDF--------,2.X.2.1.3.3,DIRECTION OF ATTACK FOR FEINT,LINE,E
806,,GFCPMDM--------,2.X.2.1.3.4,DECOY MINED AREA,AREA,E
807,,GFCPMDY--------,2.X.2.1.3.5,DECOY MINED AREA FENCED ,AREA,E
808,,GFCPMDN--------,2.X.2.1.3.6,DUMMY MINEFIELD,POINT,E
809,,GFCPMMPT-------,2.X.2.1.4.1.1,TARGET REFERENCE POINT (TRP),POINT,E
810,,GFCPMMPBO------,2.X.2.1.4.1.2.1,OCCUPIED (BATTALION SIZED UNIT),AREA,E
811,,GFCPMMPBP------,2.X.2.1.4.1.2.2,PREPARED (P) BUT NOT OCCUPIED,AREA,E
812,,GFCPMMPBL------,2.X.2.1.4.1.2.3,PLANNED,AREA,E
813,,GFCPMMPSF------,2.X.2.1.4.1.3.1,FRIENDLY,AREA,E
814,,GHCPMMPSE------,2.X.2.1.4.1.3.2,ENEMY KNOWN AND CONFIRMED,AREA,E
815,,GFCPMMPO-------,2.X.2.1.4.1.4,OBSERVATION POST/OUTPOST,POINT,E
816,,GFCPMMPOC------,2.X.2.1.4.1.4.1,COMBAT OUTPOST,POINT,E
817,,GFCPMMPOR------,2.X.2.1.4.1.4.2,OBSERVATION POST OCCUPIED BY DISMOUNTED SCOUTS OR RECONNAISSANCE,POINT,E
818,,GFCPMMPOF------,2.X.2.1.4.1.4.3,FORWARD OBSERVER POSITION,POINT,E
819,,GFCPMMPOS------,2.X.2.1.4.1.4.4,SENSOR OUTPOST/LISTENING POST (OP/LP),POINT,E
820,,GFCPMMPON------,2.X.2.1.4.1.4.5,CBRN OBSERVATION POST (DISMOUNTED),POINT,E
821,,GFCPMMPON------,2.X.2.1.4.1.4.6,FORWARD AIR CONTROLLER (FAC),POINT,E
822,,GFCPMMPON------,2.X.2.1.4.1.4.7,TACTICAL AIR CONTROL PARTY (TACP),POINT,E
823,,GFCPMMDF-------,2.X.2.1.4.2.1,FORWARD EDGE OF BATTLE AREA (FEBA),LINE,E
824,,GFCPMMDFA------,2.X.2.1.4.2.1.1,ACTUAL TRACE OF THE FEBA,LINE,E
825,,GFCPMMDFP------,2.X.2.1.4.2.1.2,PROPOSED OR ON ORDER TRACE OF THE FEBA,LINE,E
826,,GFCPMMDP-------,2.X.2.1.4.2.2,PRINCIPLE DIRECTION OF FIRE (PDF),LINE,E
827,,GFCPMMAE-------,2.X.2.1.4.3.1,ENGAGEMENT AREA (EA),AREA,E
828,,GFCPMOPD-------,2.X.2.1.5.1.1,POINT OF DEPARTURE,POINT,E
829,,GFCPMOLAF------,2.X.2.1.5.2.1.1,FRIENDLY AVIATION,LINE,E
830,,GFCPMOLAA------,2.X.2.1.5.2.1.2,FRIENDLY AIRBORNE,LINE,E
831,,GFCPMOLAH------,2.X.2.1.5.2.1.3,FRIENDLY ATTACK HELICOPTER,LINE,E
832,,GFCPMOLAS------,2.X.2.1.5.2.1.4,FRIENDLY GROUND AXIS OF SUPPORTING ATTACK,LINE,E
